[DEBUG] x: 0.197353 y: 0.005846, th: 2.508913
[DEBUG] x: 0.200415 y: 0.005980, th: 2.519136
[DEBUG] x: 0.203512 y: 0.006116, th: 2.526224
[DEBUG] x: 0.206563 y: 0.006251, th: 2.545872
[DEBUG] x: 0.209671 y: 0.006389, th: 2.562392
[DEBUG] x: 0.212778 y: 0.006528, th: 2.566339
[DEBUG] x: 0.215875 y: 0.006667, th: 2.579713
[DEBUG] x: 0.219005 y: 0.006808, th: 2.589953
[DEBUG] x: 0.222192 y: 0.006952, th: 2.590779
[DEBUG] x: 0.225391 y: 0.007097, th: 2.582178
[DEBUG] x: 0.228567 y: 0.007240, th: 2.579858
[DEBUG] x: 0.234953 y: 0.007528, th: 2.546939
[DEBUG] x: 0.238095 y: 0.007668, th: 2.522609
[DEBUG] x: 0.241248 y: 0.007807, th: 2.488852
[DEBUG] x: 0.244367 y: 0.007942, th: 2.451944
[DEBUG] x: 0.247497 y: 0.008076, th: 2.393038
[DEBUG] x: 0.250639 y: 0.008207, th: 2.330992
[DEBUG] x: 0.253884 y: 0.008340, th: 2.284687
[DEBUG] x: 0.257106 y: 0.008468, th: 2.238377
[DEBUG] x: 0.260362 y: 0.008595, th: 2.182646
[DEBUG] x: 0.263653 y: 0.008721, th: 2.123781
[DEBUG] x: 0.266955 y: 0.008843, th: 2.080634
[DEBUG] x: 0.270303 y: 0.008965, th: 2.031213
[DEBUG] x: 0.273594 y: 0.009082, th: 1.984920
[DEBUG] x: 0.276885 y: 0.009196, th: 1.919769
[DEBUG] x: 0.280244 y: 0.009308, th: 1.886066
[DEBUG] x: 0.283581 y: 0.009418, th: 1.846071
[DEBUG] x: 0.286986 y: 0.009528, th: 1.799808
[DEBUG] x: 0.293808 y: 0.009739, th: 1.710427
[DEBUG] x: 0.297282 y: 0.009843, th: 1.676753
[DEBUG] x: 0.300801 y: 0.009946, th: 1.624233
[DEBUG] x: 0.304343 y: 0.010046, th: 1.578005
[DEBUG] x: 0.307931 y: 0.010145, th: 1.544361
[DEBUG] x: 0.311553 y: 0.010243, th: 1.513868
[DEBUG] x: 0.315244 y: 0.010340, th: 1.458250
[DEBUG] x: 0.318957 y: 0.010435, th: 1.408923
[DEBUG] x: 0.322705 y: 0.010527, th: 1.369034
[DEBUG] x: 0.326487 y: 0.010617, th: 1.332297
[DEBUG] x: 0.330246 y: 0.010705, th: 1.276696
[DEBUG] x: 0.334085 y: 0.010790, th: 1.217973
[DEBUG] x: 0.337901 y: 0.010872, th: 1.178101
[DEBUG] x: 0.345625 y: 0.011027, th: 1.073238
[DEBUG] x: 0.349487 y: 0.011100, th: 1.014521
[DEBUG] x: 0.353360 y: 0.011168, th: 0.977807
[DEBUG] x: 0.357234 y: 0.011234, th: 0.934808
[DEBUG] x: 0.361107 y: 0.011298, th: 0.879236
[DEBUG] x: 0.364981 y: 0.011357, th: 0.823665
[DEBUG] x: 0.368843 y: 0.011413, th: 0.790091
[DEBUG] x: 0.372671 y: 0.011465, th: 0.759652
[DEBUG] x: 0.376488 y: 0.011516, th: 0.713495
[DEBUG] x: 0.380282 y: 0.011563, th: 0.667332
[DEBUG] x: 0.384076 y: 0.011608, th: 0.640027
[DEBUG] x: 0.387825 y: 0.011649, th: 0.618996
[DEBUG] x: 0.391574 y: 0.011690, th: 0.585393
[DEBUG] x: 0.395334 y: 0.011728, th: 0.548650
[DEBUG] x: 0.399105 y: 0.011764, th: 0.521339
[DEBUG] x: 0.406637 y: 0.011831, th: 0.469856
[DEBUG] x: 0.410431 y: 0.011862, th: 0.429979
[DEBUG] x: 0.414293 y: 0.011891, th: 0.408978
[DEBUG] x: 0.418156 y: 0.011919, th: 0.381690
[DEBUG] x: 0.422053 y: 0.011945, th: 0.344983
[DEBUG] x: 0.425984 y: 0.011969, th: 0.305141
[DEBUG] x: 0.429961 y: 0.011990, th: 0.277883
[DEBUG] x: 0.433926 y: 0.012009, th: 0.260051
[DEBUG] x: 0.437914 y: 0.012027, th: 0.223367
[DEBUG] x: 0.441891 y: 0.012043, th: 0.183537
[DEBUG] x: 0.445970 y: 0.012056, th: 0.153163
[DEBUG] x: 0.450004 y: 0.012067, th: 0.129062
[DEBUG] x: 0.454083 y: 0.012076, th: 0.092402
[DEBUG] x: 0.458151 y: 0.012082, th: 0.058881
[DEBUG] x: 0.462253 y: 0.012086, th: 0.034799
[DEBUG] x: 0.466343 y: 0.012089, th: 0.020142
[DEBUG] x: 0.470400 y: 0.012090, th: -0.003952
[DEBUG] x: 0.474468 y: 0.012090, th: -0.037472
[DEBUG] x: 0.478490 y: 0.012087, th: -0.058433
[DEBUG] x: 0.486546 y: 0.012078, th: -0.109779
[DEBUG] x: 0.490534 y: 0.012070, th: -0.140177
[DEBUG] x: 0.494522 y: 0.012061, th: -0.158003
[DEBUG] x: 0.498476 y: 0.012050, th: -0.178981
[DEBUG] x: 0.502419 y: 0.012037, th: -0.209391
[DEBUG] x: 0.506373 y: 0.012023, th: -0.249227
[DEBUG] x: 0.510315 y: 0.012006, th: -0.273351
[DEBUG] x: 0.514189 y: 0.011987, th: -0.291206
[DEBUG] x: 0.518132 y: 0.011967, th: -0.327902
[DEBUG] x: 0.522040 y: 0.011945, th: -0.361464
[DEBUG] x: 0.525948 y: 0.011920, th: -0.382453
[DEBUG] x: 0.529868 y: 0.011894, th: -0.394011
[DEBUG] x: 0.533776 y: 0.011867, th: -0.421287
[DEBUG] x: 0.537696 y: 0.011838, th: -0.451703
[DEBUG] x: 0.541615 y: 0.011808, th: -0.469546
[DEBUG] x: 0.545535 y: 0.011775, th: -0.481104
[DEBUG] x: 0.553317 y: 0.011708, th: -0.532521
[DEBUG] x: 0.557214 y: 0.011672, th: -0.544085
[DEBUG] x: 0.561077 y: 0.011635, th: -0.552514
[DEBUG] x: 0.564962 y: 0.011598, th: -0.573510
[DEBUG] x: 0.568825 y: 0.011559, th: -0.594512
[DEBUG] x: 0.572676 y: 0.011519, th: -0.606087
[DEBUG] x: 0.576516 y: 0.011479, th: -0.614522
[DEBUG] x: 0.580321 y: 0.011438, th: -0.632396
[DEBUG] x: 0.584104 y: 0.011396, th: -0.656561
[DEBUG] x: 0.587898 y: 0.011353, th: -0.665008
[DEBUG] x: 0.591681 y: 0.011309, th: -0.670315
[DEBUG] x: 0.595453 y: 0.011265, th: -0.697626
[DEBUG] x: 0.599224 y: 0.011219, th: -0.731223
[DEBUG] x: 0.602984 y: 0.011171, th: -0.742822
[DEBUG] x: 0.606767 y: 0.011122, th: -0.754415
[DEBUG] x: 0.610515 y: 0.011072, th: -0.775446
[DEBUG] x: 0.614286 y: 0.011021, th: -0.802757
[DEBUG] x: 0.618012 y: 0.010969, th: -0.811222
[DEBUG] x: 0.621806 y: 0.010915, th: -0.819669
[DEBUG] x: 0.625555 y: 0.010862, th: -0.840700
[DEBUG] x: 0.633052 y: 0.010750, th: -0.870190
[DEBUG] x: 0.636789 y: 0.010694, th: -0.869223
[DEBUG] x: 0.640514 y: 0.010637, th: -0.877688
[DEBUG] x: 0.644228 y: 0.010580, th: -0.895585
[DEBUG] x: 0.647943 y: 0.010522, th: -0.900910
[DEBUG] x: 0.651611 y: 0.010464, th: -0.899960
[DEBUG] x: 0.655326 y: 0.010406, th: -0.917857
[DEBUG] x: 0.658994 y: 0.010347, th: -0.935766
[DEBUG] x: 0.662640 y: 0.010288, th: -0.934822
[DEBUG] x: 0.666218 y: 0.010229, th: -0.927611
[DEBUG] x: 0.669795 y: 0.010171, th: -0.932971
[DEBUG] x: 0.673373 y: 0.010113, th: -0.938331
[DEBUG] x: 0.676939 y: 0.010055, th: -0.927979
[DEBUG] x: 0.680505 y: 0.009997, th: -0.923913
[DEBUG] x: 0.684082 y: 0.009939, th: -0.929273
[DEBUG] x: 0.691249 y: 0.009823, th: -0.930562
[DEBUG] x: 0.694861 y: 0.009764, th: -0.926484
[DEBUG] x: 0.698529 y: 0.009705, th: -0.938107
[DEBUG] x: 0.702221 y: 0.009644, th: -0.943438
[DEBUG] x: 0.705969 y: 0.009583, th: -0.945611
[DEBUG] x: 0.709729 y: 0.009521, th: -0.932066
[DEBUG] x: 0.713500 y: 0.009459, th: -0.927947
[DEBUG] x: 0.717294 y: 0.009398, th: -0.930108
[DEBUG] x: 0.721077 y: 0.009336, th: -0.922843
[DEBUG] x: 0.724837 y: 0.009276, th: -0.909298
[DEBUG] x: 0.728653 y: 0.009215, th: -0.905167
[DEBUG] x: 0.732459 y: 0.009155, th: -0.910469
[DEBUG] x: 0.736253 y: 0.009095, th: -0.900058
[DEBUG] x: 0.740047 y: 0.009035, th: -0.883361
[DEBUG] x: 0.743830 y: 0.008977, th: -0.876096
[DEBUG] x: 0.751418 y: 0.008860, th: -0.874133
[DEBUG] x: 0.755178 y: 0.008803, th: -0.854302
[DEBUG] x: 0.758937 y: 0.008747, th: -0.853329
[DEBUG] x: 0.762720 y: 0.008691, th: -0.852350
[DEBUG] x: 0.766480 y: 0.008635, th: -0.845091
[DEBUG] x: 0.770229 y: 0.008579, th: -0.834692
[DEBUG] x: 0.773989 y: 0.008525, th: -0.827433
[DEBUG] x: 0.777691 y: 0.008471, th: -0.823332
[DEBUG] x: 0.781315 y: 0.008419, th: -0.809822
[DEBUG] x: 0.784847 y: 0.008369, th: -0.796336
[DEBUG] x: 0.788322 y: 0.008321, th: -0.792294
[DEBUG] x: 0.791740 y: 0.008274, th: -0.785123
[DEBUG] x: 0.795124 y: 0.008227, th: -0.762247
[DEBUG] x: 0.798508 y: 0.008182, th: -0.745656
[DEBUG] x: 0.805208 y: 0.008096, th: -0.725064
[DEBUG] x: 0.808546 y: 0.008054, th: -0.708486
[DEBUG] x: 0.811873 y: 0.008013, th: -0.688767
[DEBUG] x: 0.815212 y: 0.007972, th: -0.684760
[DEBUG] x: 0.818585 y: 0.007932, th: -0.683887
[DEBUG] x: 0.821991 y: 0.007891, th: -0.667291
[DEBUG] x: 0.825432 y: 0.007851, th: -0.653828
[DEBUG] x: 0.828908 y: 0.007812, th: -0.649786
[DEBUG] x: 0.832417 y: 0.007772, th: -0.648878
[DEBUG] x: 0.835949 y: 0.007732, th: -0.647964
[DEBUG] x: 0.839493 y: 0.007692, th: -0.637618
[DEBUG] x: 0.843071 y: 0.007652, th: -0.636692
[DEBUG] x: 0.846648 y: 0.007612, th: -0.642052
[DEBUG] x: 0.850260 y: 0.007572, th: -0.637975
[DEBUG] x: 0.853850 y: 0.007532, th: -0.627617
[DEBUG] x: 0.857484 y: 0.007492, th: -0.629819
[DEBUG] x: 0.861096 y: 0.007452, th: -0.632028
[DEBUG] x: 0.864697 y: 0.007413, th: -0.631096
[DEBUG] x: 0.871807 y: 0.007335, th: -0.616684
[DEBUG] x: 0.875316 y: 0.007297, th: -0.615776
[DEBUG] x: 0.878860 y: 0.007259, th: -0.599144
[DEBUG] x: 0.882335 y: 0.007223, th: -0.582530
[DEBUG] x: 0.885833 y: 0.007187, th: -0.572196
[DEBUG] x: 0.889320 y: 0.007153, th: -0.577580
[DEBUG] x: 0.892841 y: 0.007117, th: -0.560954
[DEBUG] x: 0.896339 y: 0.007083, th: -0.538047
[DEBUG] x: 0.899894 y: 0.007049, th: -0.537128
[DEBUG] x: 0.903438 y: 0.007016, th: -0.539354
[DEBUG] x: 0.907038 y: 0.006982, th: -0.525850
[DEBUG] x: 0.910628 y: 0.006949, th: -0.515492
[DEBUG] x: 0.914251 y: 0.006917, th: -0.514555
[DEBUG] x: 0.917852 y: 0.006884, th: -0.519909
[DEBUG] x: 0.921555 y: 0.006851, th: -0.515808
[DEBUG] x: 0.925201 y: 0.006818, th: -0.502292
[DEBUG] x: 0.928904 y: 0.006786, th: -0.504477
[DEBUG] x: 0.936276 y: 0.006720, th: -0.505712
[DEBUG] x: 0.939945 y: 0.006688, th: -0.498477
[DEBUG] x: 0.943660 y: 0.006656, th: -0.497516
[DEBUG] x: 0.947261 y: 0.006624, th: -0.502870
[DEBUG] x: 0.950964 y: 0.006592, th: -0.498769
[DEBUG] x: 0.954576 y: 0.006560, th: -0.488405
[DEBUG] x: 0.958199 y: 0.006529, th: -0.487468
[DEBUG] x: 0.961732 y: 0.006499, th: -0.492840
[DEBUG] x: 0.965298 y: 0.006469, th: -0.482488
[DEBUG] x: 0.968762 y: 0.006440, th: -0.462734
[DEBUG] x: 0.972237 y: 0.006411, th: -0.452405
[DEBUG] x: 0.975667 y: 0.006384, th: -0.448375
[DEBUG] x: 0.979051 y: 0.006358, th: -0.431784
[DEBUG] x: 0.982447 y: 0.006332, th: -0.412048
[DEBUG] x: 0.985843 y: 0.006308, th: -0.404883
[DEBUG] x: 0.989238 y: 0.006284, th: -0.404004
[DEBUG] x: 0.992714 y: 0.006259, th: -0.381104
[DEBUG] x: 0.999619 y: 0.006214, th: -0.360460
[DEBUG] x: 1.003071 y: 0.006193, th: -0.362709
[DEBUG] x: 1.006638 y: 0.006170, th: -0.352357
[DEBUG] x: 1.010102 y: 0.006149, th: -0.345175
[DEBUG] x: 1.013737 y: 0.006127, th: -0.341092
[DEBUG] x: 1.017269 y: 0.006106, th: -0.346464
[DEBUG] x: 1.020938 y: 0.006084, th: -0.345514
[DEBUG] x: 1.024528 y: 0.006062, th: -0.335156
[DEBUG] x: 1.028254 y: 0.006040, th: -0.331049
[DEBUG] x: 1.031866 y: 0.006019, th: -0.339544
[DEBUG] x: 1.035558 y: 0.005997, th: -0.332302
[DEBUG] x: 1.039250 y: 0.005976, th: -0.325061
[DEBUG] x: 1.042896 y: 0.005955, th: -0.317832
[DEBUG] x: 1.046576 y: 0.005935, th: -0.326308
[DEBUG] x: 1.050257 y: 0.005914, th: -0.322213
[DEBUG] x: 1.057595 y: 0.005873, th: -0.307742
[DEBUG] x: 1.061230 y: 0.005854, th: -0.303659
[DEBUG] x: 1.064854 y: 0.005835, th: -0.302721
[DEBUG] x: 1.068489 y: 0.005815, th: -0.279780
[DEBUG] x: 1.072078 y: 0.005798, th: -0.269422
[DEBUG] x: 1.075599 y: 0.005781, th: -0.259082
[DEBUG] x: 1.079177 y: 0.005765, th: -0.245584
[DEBUG] x: 1.082732 y: 0.005750, th: -0.232092
[DEBUG] x: 1.086265 y: 0.005736, th: -0.224892
[DEBUG] x: 1.089820 y: 0.005722, th: -0.217686
[DEBUG] x: 1.093364 y: 0.005708, th: -0.213626
[DEBUG] x: 1.096919 y: 0.005695, th: -0.200134
[DEBUG] x: 1.100451 y: 0.005683, th: -0.192934
[DEBUG] x: 1.103995 y: 0.005671, th: -0.195161
[DEBUG] x: 1.107482 y: 0.005659, th: -0.194258
[DEBUG] x: 1.111060 y: 0.005647, th: -0.180761
[DEBUG] x: 1.114592 y: 0.005635, th: -0.173561
[DEBUG] x: 1.121668 y: 0.005614, th: -0.168587
[DEBUG] x: 1.125224 y: 0.005603, th: -0.161381
[DEBUG] x: 1.128767 y: 0.005593, th: -0.157321
[DEBUG] x: 1.132288 y: 0.005584, th: -0.153267
[DEBUG] x: 1.135821 y: 0.005574, th: -0.152353
[DEBUG] x: 1.139308 y: 0.005565, th: -0.138879
[DEBUG] x: 1.142840 y: 0.005557, th: -0.131679
[DEBUG] x: 1.146338 y: 0.005548, th: -0.133916
[DEBUG] x: 1.149859 y: 0.005540, th: -0.129862
[DEBUG] x: 1.153358 y: 0.005532, th: -0.113242
[DEBUG] x: 1.156844 y: 0.005525, th: -0.112340
[DEBUG] x: 1.160331 y: 0.005519, th: -0.111438
[DEBUG] x: 1.163807 y: 0.005512, th: -0.107396
[DEBUG] x: 1.167248 y: 0.005505, th: -0.093933
[DEBUG] x: 1.170666 y: 0.005500, th: -0.093049
[DEBUG] x: 1.177572 y: 0.005488, th: -0.097548
[DEBUG] x: 1.181013 y: 0.005482, th: -0.090372
[DEBUG] x: 1.184466 y: 0.005477, th: -0.092621
[DEBUG] x: 1.187918 y: 0.005471, th: -0.101157
[DEBUG] x: 1.191359 y: 0.005465, th: -0.100266
[DEBUG] x: 1.194846 y: 0.005459, th: -0.093078
[DEBUG] x: 1.198299 y: 0.005454, th: -0.089042
[DEBUG] x: 1.201729 y: 0.005448, th: -0.091297
[DEBUG] x: 1.205227 y: 0.005443, th: -0.087249
[DEBUG] x: 1.208691 y: 0.005437, th: -0.080067
[DEBUG] x: 1.215619 y: 0.005428, th: -0.078274
[DEBUG] x: 1.219083 y: 0.005423, th: -0.064806
[DEBUG] x: 1.222524 y: 0.005419, th: -0.051344
[DEBUG] x: 1.225966 y: 0.005416, th: -0.044167
[DEBUG] x: 1.229384 y: 0.005414, th: -0.036997
[DEBUG] x: 1.232791 y: 0.005411, th: -0.026686
[DEBUG] x: 1.236187 y: 0.005410, th: -0.006950
[DEBUG] x: 1.239560 y: 0.005409, th: 0.006495
[DEBUG] x: 1.242944 y: 0.005410, th: 0.016800
[DEBUG] x: 1.246329 y: 0.005411, th: 0.033390
[DEBUG] x: 1.249702 y: 0.005413, th: 0.053121
[DEBUG] x: 1.253063 y: 0.005416, th: 0.063420
[DEBUG] x: 1.256436 y: 0.005420, th: 0.064293
[DEBUG] x: 1.259786 y: 0.005423, th: 0.084017
[DEBUG] x: 1.263159 y: 0.005428, th: 0.097462
[DEBUG] x: 1.266521 y: 0.005434, th: 0.101475
[DEBUG] x: 1.273289 y: 0.005446, th: 0.103226
[DEBUG] x: 1.276673 y: 0.005452, th: 0.107245
[DEBUG] x: 1.280103 y: 0.005458, th: 0.098703
[DEBUG] x: 1.283533 y: 0.005464, th: 0.090162
[DEBUG] x: 1.286997 y: 0.005470, th: 0.091058
[DEBUG] x: 1.290484 y: 0.005475, th: 0.098246
[DEBUG] x: 1.293993 y: 0.005481, th: 0.086582
[DEBUG] x: 1.297503 y: 0.005486, th: 0.087491
[DEBUG] x: 1.301024 y: 0.005492, th: 0.085259
[DEBUG] x: 1.304591 y: 0.005497, th: 0.089324
[DEBUG] x: 1.308180 y: 0.005503, th: 0.087110
[DEBUG] x: 1.311804 y: 0.005508, th: 0.075476
[DEBUG] x: 1.315461 y: 0.005513, th: 0.073279
[DEBUG] x: 1.319096 y: 0.005518, th: 0.083649
[DEBUG] x: 1.322754 y: 0.005523, th: 0.081452
[DEBUG] x: 1.326435 y: 0.005528, th: 0.066690
[DEBUG] x: 1.330092 y: 0.005533, th: 0.058207
[DEBUG] x: 1.333739 y: 0.005536, th: 0.059150
[DEBUG] x: 1.337419 y: 0.005540, th: 0.056960
[DEBUG] x: 1.344689 y: 0.005547, th: 0.046269
[DEBUG] x: 1.348301 y: 0.005550, th: 0.056632
[DEBUG] x: 1.351902 y: 0.005553, th: 0.070136
[DEBUG] x: 1.355480 y: 0.005558, th: 0.077348
[DEBUG] x: 1.359012 y: 0.005562, th: 0.084548
[DEBUG] x: 1.362522 y: 0.005568, th: 0.098028
[DEBUG] x: 1.366020 y: 0.005573, th: 0.108362
[DEBUG] x: 1.369484 y: 0.005580, th: 0.109258
[DEBUG] x: 1.372926 y: 0.005587, th: 0.116435
[DEBUG] x: 1.376321 y: 0.005594, th: 0.129885
[DEBUG] x: 1.379672 y: 0.005601, th: 0.137038
[DEBUG] x: 1.382999 y: 0.005609, th: 0.137899
[DEBUG] x: 1.386315 y: 0.005617, th: 0.148186
[DEBUG] x: 1.389619 y: 0.005626, th: 0.167899
[DEBUG] x: 1.396092 y: 0.005645, th: 0.201004
[DEBUG] x: 1.399305 y: 0.005656, th: 0.233265
[DEBUG] x: 1.402576 y: 0.005670, th: 0.268684
[DEBUG] x: 1.405800 y: 0.005685, th: 0.297806
[DEBUG] x: 1.409071 y: 0.005702, th: 0.320653
[DEBUG] x: 1.412387 y: 0.005720, th: 0.349798
[DEBUG] x: 1.415760 y: 0.005741, th: 0.375815
[DEBUG] x: 1.419144 y: 0.005763, th: 0.392405
[DEBUG] x: 1.422596 y: 0.005787, th: 0.396442
[DEBUG] x: 1.425958 y: 0.005810, th: 0.394168
[DEBUG] x: 1.429399 y: 0.005834, th: 0.395059
[DEBUG] x: 1.432874 y: 0.005858, th: 0.386529
[DEBUG] x: 1.436350 y: 0.005881, th: 0.365427
[DEBUG] x: 1.443357 y: 0.005925, th: 0.332668
[DEBUG] x: 1.446855 y: 0.005945, th: 0.305286
[DEBUG] x: 1.450365 y: 0.005964, th: 0.262192
[DEBUG] x: 1.453851 y: 0.005980, th: 0.219092
[DEBUG] x: 1.457349 y: 0.005993, th: 0.191710
[DEBUG] x: 1.460802 y: 0.006004, th: 0.145459
[DEBUG] x: 1.464186 y: 0.006013, th: 0.092903
[DEBUG] x: 1.467581 y: 0.006019, th: 0.043494
[DEBUG] x: 1.470954 y: 0.006021, th: 0.000365
[DEBUG] x: 1.474372 y: 0.006021, th: -0.049039
